province;red;green;blue;x;x
3209;53;137;251;Giessen;x
3210;36;157;26;ChottDjerid;x #AMYZ-REPLACE
3211;91;195;244;Salakta;x #AMYZ-REPLACE
3212;117;81;236;ElDjem;x #AMYZ-REPLACE
3213;80;147;75;RasJebel;x #AMYZ-REPLACE ##
3214;212;143;33;Sakhira;x #AMYZ-REPLACE
3215;218;141;105;Qibili;x #AMYZ-REPLACE
3216;237;235;59;Nefta;x #AMYZ-REPLACE
3217;245;79;255;Douz;x #AMYZ-REPLACE
3218;98;51;176;Mides;x #AMYZ-REPLACE
3219;229;152;31;Sabibah;x #AMYZ-REPLACE
3220;188;29;119;Czestochowa;x
3221;26;241;188;Radom;x
3222;95;148;167;JebilWaste;x #AMYZ-REPLACE ##
3223;46;244;139;Biala;x
3224;234;44;44;Insterburg;x
3225;227;59;178;Sudovia;x
3226;232;200;134;Palanga;x
3227;145;109;32;Piltene;x
3228;227;193;57;Qamuda;x #AMYZ-REPLACE
3229;156;209;142;Viljandi;x
3230;114;68;191;Haapsalu;x
3231;243;187;68;Hiiumaa;x
3232;188;187;84;Ghilane;x #AMYZ-REPLACE
3233;76;156;87;Tamacine;x #AMYZ-REPLACE
3234;164;79;195;Badis;x #AMYZ-REPLACE
3235;237;193;63;Tebessa;x #AMYZ-REPLACE
3236;199;92;239;SoukAhras;x #AMYZ-REPLACE
3237;187;97;239;Collo;x #AMYZ-REPLACE
3238;64;121;56;Lutsk;x
3239;229;156;0;Zaslav;x
3240;44;185;232;ElKala;x #AMYZ-REPLACE ##
3241;136;175;0;Vinnytsia;x
3242;86;192;121;Buhogard;x
3243;234;191;75;Nikitin Rog;x
3244;166;0;168;Qirim;x
3245;213;143;249;Kerch;x
3246;227;77;31;Romny;x
3247;219;63;40;Bakhmutka;x
3248;172;159;53;Lazistan;x
3249;160;133;75;Azila;x #AMYZ-REPLACE
3250;251;141;21;Klarjeti;x
3251;37;239;66;Meskheti;x
3252;186;210;15;Ghomara;x #AMYZ-REPLACE
3253;195;102;65;Lori;x
3254;176;158;118;Ararat;x
3255;195;65;108;JebelLekhder;x #AMYZ-REPLACE
3256;86;189;113;Syunik;x
3257;239;161;37;AlMamura;x #AMYZ-REPLACE
3258;239;101;101;Ouazzane;x #AMYZ-REPLACE
3259;65;89;195;ElJebha;x #AMYZ-REPLACE
3260;203;75;107;Nador;x #AMYZ-REPLACE
3261;178;65;195;Derbent;x
3262;97;181;72;Karachay;x
3263;122;22;169;Beishto;x
3264;184;121;224;Sarkel;x
3265;197;106;210;Shir;x
3266;61;140;93;Kalitva;x
3267;236;167;23;Belgorod;x
3268;198;161;71;Yelets;x
3269;239;37;180;Guercif;x #AMYZ-REPLACE
3270;69;197;244;Starodub;x
3271;146;205;43;Bely;x
3272;225;144;49;Sefrou;x #AMYZ-REPLACE
3273;159;108;221;StarayaRusa;x
3274;213;201;29;Azrou;x #AMYZ-REPLACE
3275;56;232;81;Rabat;x #AMYZ-REPLACE
3276;128;159;171;SergiyevPosad;x
3277;234;66;66;Serpukhov;x
3278;234;39;177;Zalesye;x
3279;183;120;237;Lyskovo;x
3280;190;79;231;Mari;x
3281;243;53;187;Slobodskoy;x
3282;62;128;33;Sukhona;x
3283;134;154;24;Mrira;x #AMYZ-REPLACE
3284;227;148;90;Mezen;x
3285;174;150;111;Nenetsia;x
3286;210;57;152;Chaouia;x #AMYZ-REPLACE
3287;105;225;204;Azemmour;x #AMYZ-REPLACE
3288;66;230;232;SouiraKedima;x #AMYZ-REPLACE
3289;59;182;183;RibatShakir;x #AMYZ-REPLACE
3290;142;31;212;Mozhaisk;x
3291;114;175;20;Oskol;x
3292;165;60;181;Dortmund;x
3293;24;140;12;Selonia;x
3294;227;101;101;Valtellina;x
3295;213;89;209;Naffis;x #AMYZ-REPLACE
3296;175;213;102;Aghmat;x #AMYZ-REPLACE
3297;213;102;209;Boulemane;x #AMYZ-REPLACE
3298;62;128;18;Taourit;x #AMYZ-REPLACE
3299;124;128;19;Masa;x #AMYZ-REPLACE
3300;189;34;191;Tarfaya;x #AMYZ-REPLACE
3301;219;166;64;Dorogobuzhii;x
3302;10;116;7;Bakhmut;x
3303;103;253;255;Mologa;x
3304;219;32;114;Tizourgane;x #AMYZ-REPLACE  ################# UNUSED LAND #################
3305;219;132;115;Nul;x 
3306;219;32;116;Tinjdad;x
3307;219;32;117;Danakil;x 
3308;219;32;118;Assa;x
3309;219;232;119;Zag;x
3310;219;232;120;Tissint;x
3311;219;232;121;Taghjijt;x
3312;219;32;122;Bouarfa;x
3313;219;132;123;Rissani;x
3314;219;32;124;Semara;x
3315;219;132;125;ElAaiun;x
3316;219;32;126;Tinmel;x
3317;219;132;127;Aoulouz;x
3318;219;232;128;Yerada;x
3319;219;32;129;LowAtlas;x
3320;219;232;130;Igilliz;x
3321;219;132;131;AinSefra;x
3322;219;32;132;KsaribnSenar;x
3323;219;132;133;Sebdou;x
3324;219;32;134;Mecheria;x
3325;219;132;135;Aflou;x  
3326;219;132;36;Maghnia;x
3327;219;32;137;BouSaada;x
3328;219;32;138;Frenda;x
3329;219;32;139;Blida;x
3330;219;132;140;Sarsal;x
3331;219;232;141;Mascara;x
3332;219;32;142;AinFekan;x
3333;219;232;143;Zenina/ElIdrissia;x
3334;219;32;144;Messaad;x
3335;219;32;145;Chlef;x
3336;219;232;146;Miliana;x
3337;219;132;147;N'gaous;x
3338;219;32;148;Arris;x
3339;219;32;149;Guelma;x
3340;219;32;150;Tissemsilt;x
3341;219;32;151;Bouira;x
3342;219;132;152;AinOussera;x
3343;119;32;153;Auzia;x
3344;119;32;154;Kasdir;x ##
3345;219;32;155;Dellys;x
3346;219;32;156;KsarBoukhari;x
3347;219;32;157;TiziOuzou;x
3348;219;32;158;Kerkennah;x
3349;219;32;159;ElGuerrara;x
3350;219;32;160;NGoussa;x
3351;219;32;161;Melika;x
3352;219;32;162;Rouissat;x
3353;219;32;163;ElAteuf;x
3354;219;32;164;Berriane;x
3355;219;32;165;HassiMessaoud;x
3356;219;32;166;Bonoura;x
3357;219;32;167;BeniIsguen;x
3358;219;32;168;ElMania;x
3359;219;32;169;Timimoun;x
3360;219;32;170;Taghouzi;x
3361;219;32;171;Bouda;x
3362;219;32;172;Reggane;x
3363;219;32;173;AinSalah;x
3364;219;32;174;Tidikelt;x
3365;219;32;175;Tamantit;x
3366;219;32;176;InAmguel;x
3367;219;32;177;Tamanrasset;x
3368;219;32;178;Abalessa;x
3369;219;32;179;Taghaza;x
3370;219;32;180;BirUmGrein;x
3371;219;32;181;KedietejJill;x
3372;219;32;182;Atar;x
3373;219;32;183;Tidra;x
3374;219;32;184;Ouadane;x
3375;219;32;185;Nouakchott;x
3376;219;32;186;Akjoujt;x
3377;219;32;187;Chinguetti;x
3378;219;32;188;Tidjikja;x
3379;219;32;189;Walata;x
3380;219;32;190;Tichit;x
3381;219;32;191;Aoudaghost;x
3382;219;32;192;KsarelBarka;x
3383;219;32;193;Terkit;x
3384;219;32;194;BirKunduz;x
3385;219;32;195;Chegga;x
3386;219;32;196;Tifariti;x
3387;219;32;197;Tessalit;x
3388;219;32;198;Timmissao;x
3389;219;32;199;GueltaZemmur;x
3390;219;32;200;Gozo;x
3391;219;32;201;AinMadhi;x
3392;219;32;202;Serghine;x
3393;219;32;203;Amoura;x
3394;219;32;204;OuledDjellal;x
3395;219;32;205;Djamaa;x
3396;219;32;206;SidiOkba;x
3397;219;32;207;Negrine;x
3398;219;32;208;Rosso;x
3399;219;32;209;Tit;x
3400;219;32;210;Ideles;x
3401;219;32;211;Kidal;x
3402;219;32;212;Charouine;x
3403;219;32;213;Saoura;x
3404;219;32;214;Tolga;x
3405;219;132;215;Darmankur;x
3406;219;132;216;Boutilimit;x
3407;219;32;217;Bogue;x
3408;219;32;218;Kaedi;x
3409;219;132;219;Bababe;x
3410;219;132;120;RKiz;x
3411;219;132;221;MBout;x
3412;219;132;122;Aftout;x
3413;219;32;223;Gidimaka;x
3414;219;32;24;Somankidi;x
3415;219;32;225;Ayoun;x
3416;219;32;226;Moudjeria;x
3417;219;23;131;Kundi;x
3418;219;32;228;Bojador;x
3419;219;32;229;Nioro;x
3420;219;23;120;Zafunu;x
3421;219;23;121;Kaniaga;x
3422;219;23;122;Nema;x
3423;219;23;123;Mederdra;x
3424;219;23;124;Kiffa;x
3425;219;23;125;Dirma;x
3426;219;23;126;RazElMa;x
3427;219;123;127;Mal;x
3428;219;23;128;Sive;x
3429;219;123;129;Jomboxo;x
3430;219;123;130;Afolle;x
3431;219;32;227;Bassikounou;x
3432;219;23;32;Jara;x
3433;219;23;33;Maghana;x
3434;219;23;134;Assaba;x
3435;219;23;235;Guerou;x
3436;219;123;236;Koniakari;x
3437;219;123;237;Tiringa;x
3438;219;23;138;Soroma;x
3439;219;123;139;KoumbiSaleh;x
3440;219;123;140;Fuladugu;x
3441;219;123;241;Beledugu;x
3442;219;23;142;Metlili;x
3443;219;23;143;Boumdeit;x
3444;219;123;144;Bargatanni;x
3445;219;123;145;Noudria;"x	#Outfene"
3446;219;123;46;Agouenit;x
3447;219;23;47;BouDhib;"x	#Aratane"
3448;219;23;148;TarfTikikatene;"x	#Gareb" AMYZCUT
3449;219;23;149;Tazrouk;x
3450;219;23;150;Djanet;x
3451;219;23;151;Valensa;x
3452;219;23;152;Mendebo;x
3453;219;23;153;Ahmar;x
3454;219;23;154;RasDashen;x
3455;219;23;155;ShehUmer;x
3456;219;23;156;Arsi;x
3457;219;23;157;Chillelu;x
3458;219;23;158;Uorra;x
3459;219;23;159;Saco;x
3460;219;23;160;Mallahle;x
3461;219;23;161;Buuraha;x
3462;219;23;162;Dendi;x
3463;219;23;163;Haraua;x
3464;219;23;164;Dulla;x
3465;219;23;165;Argun;x
3466;219;23;166;Kopetdag;x
3467;219;23;167;Shavar;x
3468;219;23;168;Binalud;x
3469;219;23;169;Safed;x
3470;219;123;170;Dirj;x  ##### LIBYA START ##### WAS RNW
3471;219;123;171;AlQuriyah;x
3472;219;23;172;SELibyaWaste;x
3473;219;223;173;Zanzur;x
3474;219;123;174;AlJawf;x
3475;219;123;175;Tazirbu;x
3476;219;223;176;Jalu;x
3477;219;123;177;Yefren;x
3478;219;23;178;CyrenaicaWaste;x
3479;219;23;179;CLibyaWaste;x
3480;219;23;180;WLibyaWaste;x 
3481;219;23;181;SWLibyaWaste;x
3482;219;123;182;Awbari;x
3483;219;223;183;Germa;x
3484;219;123;184;Gaberoun;x
3485;219;123;185;Traghan;x
3486;219;223;186;Zawila;x
3487;219;123;187;Sokna;x
3488;219;123;188;Zella;x
3489;219;23;189;Tajura;x
3490;219;23;190;Tiji;x
3491;219;123;191;AlQasabat;x
3492;219;123;192;ElAgheila;x
3493;219;223;193;Tawargha;x
3494;219;123;194;Awjila;x
3495;219;123;195;Bardiya;x
3496;219;23;196;Susa;x
3497;219;123;197;Qaminis;x
3498;219;223;198;AlBayda;x
3499;219;123;199;AlTamimi;x ##### LIBYA END ##### WAS RNW
3500;219;23;200;IlhaSaoJoao;x ##### BRASIL START ##### WAS RNW
3501;219;23;201;RyoSeara/Extremoz;x ### RIO GRANDE DO NORTE
3502;219;123;202;Pataxo/BaixaVerde;x
3503;219;23;203;Inhares/BorboremaNorte;x
3504;219;223;204;Ka'aysa/Caicara;x
3505;219;23;205;Monxoro/Mossoro;x
3506;219;123;206;Janduis/PauFerros;x
3507;219;23;107;ItaAja/ValedoAcu;x
3508;219;223;208;Queicuo/Serido;x  
3509;219;24;209;Parahyba/NossaSenhora;x ### PARAIBA
3510;219;24;10;Guarabira;x
3511;219;224;211;Banabuye/CampinaGrande;x
3512;219;24;212;Sucuru/Sume;x
3513;219;124;213;Coremas/Itatiunga;x
3514;219;24;214;Coyacus/CatoleRocha;x
3515;219;224;215;Degas/Pianco;x
3516;219;24;16;Peixe;x 
3517;219;24;217;Tamandare/RioFormoso;x ### Pernambuco
3518;219;124;218;Caruaru;x
3519;219;224;219;Guira-nhum/Garanhuns;x
3520;219;24;220;Araripina/Araripe;x 
3521;219;24;221;Ipanema/Buique;x
3522;119;24;222;Moxoto;x
3523;219;124;223;Ibimirim/Mirim;x
3524;219;24;224;Paje�/Serra Talhada;x
3525;219;224;225;Cabrobo;x 
3526;219;124;226;Coripos/CaminhoGado;x 
3527;219;124;227;Paripueira/PortoCalvo;x ### Alagoas
3528;219;24;228;Macayo/VilaMadalena;x 
3529;219;224;229;PiraAi/Tapera;x
3530;219;24;230;Gararu/UrubuBaixo;x ### Sergipe
3531;219;24;231;Aracati/FortimSaoLourenco;x ### Ceara
3532;219;24;232;Itapipoca/SerraCorvos;x
3533;219;124;233;Tabaina/Macaboqueira;x
3534;219;224;234;Acarau/Sobral;x
3535;219;124;235;Guaraciaba/SerraIbiapaba;x
3536;219;224;236;Kaninde/Caninde;x
3537;219;124;237;Jaguaribana/RibeiraJaguaribe;x
3538;219;24;238;Ibu/RiachoQuixara;x
3539;219;224;239;Cara-teu/Crateus;x
3540;119;24;240;Iguatu/RibeiraQuixelos;x
3541;219;124;241;Poti/AldeiasAtlas;x ###Piaui
3542;219;24;242;Piripiri;x
3543;219;24;243;Gurgueia-kwara/Nazare;x
3544;219;124;244;Urussuhy/Urucui;x
3545;219;124;245;Itaueira/RioGrandePiaui;x
3546;219;24;246;Gurgueia-yaci/RiachoGrotao;x
3547;219;124;247;Paraim/Corrente;x
3548;219;224;248;Jatoba/SerraCapivara;x
3549;119;24;249;Ibiapaba;x
3550;219;24;150;Ararype/Acaua;x
3551;225;25;151;Jenipapo/ValeRioPiaui;x
3552;225;25;152;Itapecuru;x ### Maranhao
3553;225;125;153;Tutoia;x
3554;225;25;154;Mbara'ka'cu-me/Carutapera;x
3555;225;125;155;Arari;x
3556;225;25;156;Anapurus/Brejo;x
3557;225;25;157;Iwa-kawa/SaoLuiGonzagaMaranhao;x
3558;225;25;158;Pindare;x
3559;225;125;159;Mucuiba/SantaTeresa;x
3560;225;25;160;Sambaiba/Balsas;x
3561;225;125;161;ChapadaBalsas/AltoParnaiba;x
3562;225;25;162;Paraguacu/Nazare;x ### Bahia
3563;225;125;163;Iaku'ype/Jacuipe;x
3564;225;25;164;Tucano/RibieraPombal;x
3565;225;125;165;Tinhare/NossaSenhoraRosario;x
3566;225;25;166;Poxim/Poxim;x
3567;225;25;167;Beruri;x 
3568;225;25;168;Itanhem/Alcobaca;x
3569;225;225;169;Mongoios/SertaoRessaca;x
3570;225;25;170;Itambe/VitoriaConquista;x
3571;225;225;171;Jequie/BocaMato;x
3572;125;25;172;Ipira/Camisao;x
3573;225;125;173;Massacara/EuclidesCunha;x
3574;225;25;174;Sahy/SenhorBonfim;x
3575;225;225;175;Payayas/Jacobina;x
3576;225;25;176;Mucuge/Lencois;x
3577;225;125;177;Ituacu/SerraGeral;x
3578;225;225;178;Guanambi/Caetite;x
3579;125;25;179;Centoce/Umbuzeiro;x
3580;225;125;180;Xacriaba/Remanso;x
3581;225;225;181;Acroas/PilaoArcado;x
3582;225;25;182;Kayapo/Carinhanha;x
3583;225;25;183;Itajui/RioPreto;x
3584;225;125;184;Xavantes/PortoBarrerias;x
3585;225;225;185;Coribe/SaoJoaoGerais;x
3586;225;125;186;Marerike/SaoMateus;x ### Espirito Santo
3587;225;25;187;Itapemirim/Marataizes;x
3588;225;25;188;Gecay/CaboFrio;x ### Rio de Janeiro
3589;225;25;189;Itaguai/AngraReis;x
3590;225;125;190;Guyratinga-eta/Guaratingueta;x ### Sao Paulo
3591;225;225;191;Caraguatyba/Caraguatatuba;x
3592;225;125;192;Pariquera-Acu/Cananeia;x
3593;225;125;193;Jundiai;x
3594;225;25;194;Aracoiaba/SaoFelipe;x
3595;225;25;195;Mogi-mirim/Mococa;x
3596;225;225;196;Capao/CapaoBonito;x
3597;225;125;197;Ybytukatu/Botucatu;x
3598;225;25;198;Paranapanema;x
3599;225;225;199;Upau-ru/Agudos;x
3600;225;125;200;Catanduva;x
3601;225;25;201;Guapiacu/SaoJose;x
3602;225;125;202;Macuco/MonteAlegre;x
3603;225;25;203;Aguapei/Tupi;x
3604;225;125;204;Aracatuba;x
3605;225;225;205;Yande-jara/Nhandeara;x
3606;125;25;206;Caingangues/PlanaltoOcidentalPaulista;x
3607;225;225;207;Gohayo/SaoVincente;x
3608;225;25;208;Komandakaia/SertaoManducaia;x ### Minas Gerais
3609;225;125;209;Picu/SaoJosePicu;x
3610;225;25;200;Itatiaia/SantoAntonioParaibuna;x
3611;225;125;201;Cuiethe/Caratinga;x
3612;225;25;202;Mucuri/ValeMucuri;x
3613;225;125;203;Jequitinhonha/Almenara;x
3614;225;225;204;Ibitipoca/Barbacena;x
3615;125;25;205;Iaku'y/Jacui;x
3616;125;125;206;Watu/RioDoceSertoes;x
3617;225;25;207;Ini'ya/SantoAntonioSalinas;x
3618;225;125;208;Itakarai'y/BoaVistaTremedal;x
3619;225;25;209;Jequitai/MontesClaros;x
3620;100;10;120;Icarai/PortoSalgado;x
3621;100;110;121;Unai/CapimBranco;x
3622;100;10;122;Paracatu/MinasParacatu;x
3623;100;10;123;Aragua-ry/BrejoAlegre;x
3624;100;110;124;Uberaba/FarinhaPodre;x
3625;200;110;125;Ytyiukataba/RioTijuco;x
3626;100;10;126;Paranaiguara/AdabiaParanaiba;x ### Goias
3627;100;110;127;Ytupiara/PortoSantaRita;x
3628;100;210;128;Ypameri/CampoLimpo;x
3629;100;10;129;Uruacu/SaoJoseTocantins;x
3630;100;110;130;Yaragua/MeiaPonte;x
3631;100;210;131;Jandaia/RioVerde;x
3632;100;210;132;Aruana/Bandeirantes;x
3633;100;10;133;Kraho/Kraholandia;x ### Tocantins
3634;100;110;134;Tupirama/RioAraguaia;x
3635;100;10;135;Araguacema/PortoFranco;x
3636;100;110;136;Jalapa/Jalapao;x
3637;100;110;137;Gurupi/SerraTrairas;x
3638;100;10;138;Ytykyra/Cabeceira;x ### Mato Grosso
3639;100;10;139;Kura/PimentelBarbosa;x
3640;100;10;140;Xingu;x
3641;100;10;141;Sucuriu/PortoTaboado;x ### Mato Grosso do Sul
3642;100;10;142;Ivinhema/RiachoQuiteroizinho;x
3643;100;110;143;Kaigua;x
3644;100;10;144;Ygatim'y/Iguatemi;x
3645;100;210;145;Itahera'y/AmambaiSul;x
3646;100;10;146;Pora/PontaPora;x
3647;100;110;147;Apa/FazendaJardim;x
3648;100;110;148;Piquiri/DoisCorregos;x
3649;100;210;149;Amambai/PlanaltoAmambai;x
3650;200;210;150;Terenos/SerraMaracaju;x
3651;100;10;151;Jaraguari/RioVerde;x
3652;100;110;152;Jacaria/RioAbuna;x ### Rondonia
3653;100;10;153;Jamari/SantoAntonio;x
3654;100;10;154;Aquiri/Acre;x ### Acre
3655;100;10;155;Arapeua/ViseuGurupi;x ### Para
3656;100;10;156;Tome-Acu;x
3657;100;110;157;Cumaru;x
3658;100;10;158;Samauma;x
3659;100;10;159;Muanas/PontaPedras;x
3660;100;10;160;Ytuparang/LagoVermelho;x
3661;100;10;161;Gurupa/SantoAntonioGurupa;x
3662;100;10;162;Tavaquara;x
3663;100;110;163;Paru/RioParu;x
3664;100;10;164;Urubuquara/Outeiro;x
3665;100;10;165;Surubiu/Alenquer;x
3666;100;10;166;Tukuma/BaixoXingu;x
3667;100;10;167;Iriri/RioViri;x
3668;100;10;168;Ita'imtyba/Itaituba;x
3669;100;10;169;Iakareakanga/Jacareacanga;x
3670;100;110;170;Tupinambara/SaoMiguel;x ### Amazonas
3671;100;10;171;Itapyranga/Saraca;x
3672;100;110;172;Itacoatiara/IlhaAibi;x
3673;100;10;173;Tapaiuna/NovoAirao;x
3674;100;110;174;Mura/Moura;x
3675;100;10;175;Manaca/Manacapuru;x
3676;100;110;176;Cudaia/Codajas;x
3677;100;10;177;CoayaCory/Coari;x
3678;100;110;178;Tefe;x
3679;100;10;179;Uarini;x
3680;100;110;180;Tamaniqua/PortoColombiano;x
3681;100;10;181;Arumanduba/FonteBoa;x
3682;100;110;182;Jutai;x
3683;100;10;183;Tonantins/SantoAntonioIca;x
3684;100;110;184;Atura/Amatura;x
3685;100;10;185;Tabatinga/XavierTabatinga;x
3686;100;10;186;Autaz-Acu/Autazes;x
3687;100;110;187;Sapucaia/Trocano;x
3688;100;10;188;Matupiri/Cachoeirinha;x
3689;100;110;189;Mbaita/Crato;x
3690;100;10;190;Daraa/RioDaraa;x
3691;100;110;191;Marauia/SantaIsabel;x
3692;100;10;192;Camanaus/SaoGabriel;x
3693;100;10;193;Icana/RioIcana;x
3694;100;10;194;Iauarete/Uaupes;x
3695;100;10;195;Japura/SantoAntonioMapiri;x
3696;100;10;196;Caqueta/RioCaqueta;x
3697;100;10;197;Ica/Ipiranga;x
3698;100;10;198;Iurua/Jurua;x
3699;100;10;199;Itamirimty/SeringalSaoSebastiao;x
3700;100;11;100;Eirunepe;x
3701;100;11;101;Ipixuna;x
3702;100;11;102;Abufari/BaixoPurus;x
3703;100;11;103;Ituxi/Labrea;x
3704;100;11;104;Arapixi/AltoPurus;x
3705;100;11;105;Caracarai/Cidade-Porto;x ### Roraima
3706;100;11;106;Roro-imam/SaoJoaquim;x
3707;100;11;107;Mutuaca/NovoMazagao;x ### Amapa
3708;100;111;108;Macapaba/Macapa;x
3709;100;11;109;Paranagua;x ### Parana
3710;100;111;110;Mbocaya-ub/Queimado;x
3711;100;11;111;Imbetyba/Cupim;x
3712;100;111;112;Tibagi/AltoTibagi;x
3713;100;11;113;Jacare/Plantina;x
3714;100;211;114;Jatai;x
3715;100;11;115;Apocaara/BoaBonifacio;x
3716;100;211;116;Aguarapuaba/CamposGuarapuava;x
3717;100;11;117;Anahy/Cascavel;x
3718;100;111;118;Peabiru/CamposMourao;x
3719;200;211;119;Ivai/GuairenhoSertao;x
3720;100;11;120;Icaraima/AltoPiquiri;x
3721;100;11;121;Yguazu/FozIguacu;x
3722;100;111;122;Kreie-bang-re/CamposPalmas;x
3723;200;111;123;Laklano/BaixoIguacu;x
3724;100;11;124;Babitonga/GracaRioSaoFrancisco;x ### Santa Catarina
3725;100;111;125;Garoupas/NovaEriceira;x
3726;100;11;126;Y-Jurere-Mirim/SaoJose;x
3727;100;111;127;Imbetuba/Laguna;x
3728;100;11;128;Ararangua/ValeAraras;x
3729;100;211;129;Corupa/RioSaoBento;x
3730;200;211;130;Guabirupe/Itajai-Acu;x
3731;100;211;131;Y'tuparanga/ValeItajai;x
3732;100;11;132;Urubysy/PrazeresLajes;x
3733;100;111;133;Itaio/EstradaMata;x
3734;100;11;134;Timbo/VauPalmas;x
3735;100;111;135;Ioasaba/Curitibanos;x
3736;100;211;136;Echaapeco/Xapeco;x
3737;100;11;137;Kuarasyaba/RioMacacoBranco;x
3738;100;111;138;M'Borore/SaoFranciscoXavier;x ### Rio Grande do Sul
3739;100;11;139;Yapeyu/Uruguaiana;x
3740;100;11;140;Chui;x
3741;100;11;141;Bacupari/PenisulaPernambuco;x
3742;100;111;142;Ka'apu'a/Patrulha;x
3743;100;211;143;Cambara;x
3744;100;11;144;Jua/CampoBugres;x
3745;100;111;145;Cotipora/Cruzinha;x
3746;100;11;146;Guaiba/ArroioRibeiro;x
3747;100;111;147;Camaqua/BarraVelhaco;x
3748;100;11;148;Piratinin/Boqueirao;x
3749;100;111;149;Mirim/Jaguarao;x
3750;100;211;150;Mbaie/SantoAndre;x
3751;200;211;151;Ka'asababa/Cassapava;x
3752;100;11;152;Itaara/SantaMaria;x
3753;100;211;153;Sinimbu/RioPardo;x
3754;100;11;154;Tabauera/Carazinho;x
3755;200;211;155;Ituim/Vacaria;x
3756;100;111;156;Rembagn/Erebango;x
3757;100;211;157;Irai/PalmeiraMissoes;x
3758;100;211;158;Ijui/SantoAngeloCustodio;x
3759;200;211;159;Pejucara/CruzAlta;x
3760;100;111;160;Itu-curucu/SaoTiago;x
3761;200;111;161;Ibicui/Sant'AnaLivramento;x
3762;100;211;162;Quarahy/Quarai;x ##### BRASIL END ##### WAS RNW
3763;41;11;63;GuyanaWaste;x ##### GUYANA START ##### WAS RNW
3764;41;11;64;GuianaWaste;x
3765;100;11;165;Oyapok;x ### (French) Guiana
3766;100;11;166;Kurou;x
3767;100;111;167;Pripri/Sinnamary;x
3768;100;11;168;Kamalakuli/Maroni;x
3769;100;111;169;KiriKiri/Moutende;x
3770;100;111;170;Abrina/Marowijne;x ### Suriname
3771;100;11;171;Surama/FortGroningen;x
3772;100;111;172;Kuppneima/Coronie;x
3773;100;11;173;Neekeari/NieuwRotterdam;x 
3774;100;111;174;Berbice;x ### (British) Guyana
3775;100;11;175;Mazaruni/Pomeroon;x 
3776;100;11;176;Elahe;x ### (French) Guiana Revisions
3777;100;111;177;AlikotoTapele;x
3778;200;11;178;Dotsi;x ### Suriname Revisions
3779;100;111;179;Kawemhakan;x
3780;100;11;180;Asidonhopo;x
3781;100;11;181;Makatau;x ### (British) Guyana Revisions
3782;100;11;182;Siparuni;x 
3783;100;11;183;Curiapo;x ### (Spanish) Guyana
3784;100;11;184;Kaikara;x
3785;100;111;185;Caripo;x
3786;10;11;86;SpanishGuyanaWaste;x
3787;10;11;87;DeltaWaste;x  ##### GUYANA END ##### WAS RNW
3788;100;111;188;Pampan;x ##### VENEZUELA START ##### WAS RNW
3789;100;111;189;Buria;x
3790;100;11;190;Yurubi;x
3791;100;11;191;Khapaykuy;x
3792;100;211;192;Socopo;x
3793;100;111;193;Tirgua;x
3794;100;111;194;Guasdua;x
3795;100;11;195;Guayoyo;x
3796;100;111;196;Otocuao;x
3797;100;211;197;Tucupido;x
3798;100;11;198;Guayuco;x
3799;100;111;199;Guarapiche;x 
3800;100;12;100;Tigre;x
3801;100;12;101;Cumarebo;x 
3802;100;12;102;Carirubana;x  ##### VENEZUELA END ##### WAS RNW
3803;100;12;103;Uruguai/Soriano;x ##### URUGUAY START ##### WAS RNW
3804;100;12;104;Kiyu/SanJosePrata;x
3805;100;12;105;Arachana/Rocha;x
3806;100;112;106;Sarandi/Melo;x
3807;100;212;107;Aigua/MinasSul;x
3808;100;112;108;Casupa/Gaetano;x
3809;100;212;109;Yi/Durazno;x
3810;100;12;110;Ayi/ColinaPlana;x
3811;200;12;111;Tupambae/Contas;x
3812;100;112;112;Ombu;x
3813;100;212;113;Caraguata;x
3814;100;12;114;Ipora;x
3815;200;12;115;Guaviyu;x
3816;100;112;116;Itapebi;x ##### URUGUAY END ##### WAS RNW
3817;100;12;117;Itatiaia;x ##### REVISIONS RIVERS AND WASTES ##### WAS RNW
3818;100;12;118;Taubate;x
3819;100;12;119;Irituia;x
3820;100;12;120;Caxiuana/Portel;x
3821;10;12;121;MarajoWaste;x
3822;10;12;122;AmapaWaste;x
3823;10;12;123;AmazonDeltaWaste;x
3824;10;12;124;RondoniaWaste;x 
3825;10;12;125;AcreWaste;x
3826;10;112;126;RoraimaWaste;x
3827;10;212;127;NParaWaste;x
3828;10;12;128;SParaWaste;x
3829;10;152;129;NEAmazoniaWaste;x
3830;10;112;130;MatoGrossoWaste;x
3831;10;12;131;AraguaiaWaste;x
3832;10;12;132;PantanalWaste;x
3833;100;12;133;Tacatu/Bonfim;x
3834;100;112;134;Uraricoera;x
3835;100;12;135;Ituquara/Breves;x
3836;100;12;136;Nhamund�/Faro;x
3837;100;112;137;Eruzu-M'Na/Oriximina;x
3838;100;12;138;Jurua/CruzeiroSul;x
3839;100;12;139;Tarauaca;x
3840;10;12;240;LowerAmazonRiver;x
3841;10;12;241;MiddleAmazonRiver;x
3842;10;12;242;DeltaAmazonRiver;x
3843;10;12;143;NorthernAmazonWaste;x
3844;10;212;144;OtherSAWaste1;x
3845;100;12;145;Yanomami/Uiaiacas;x
3846;10;12;146;EastParaWaste;x
3847;10;112;147;MaranhaoWaste;x
3848;10;12;148;PiauiWaste;x
