From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
10133;7127;sea;10709;-1;-1;-1;-1;Kavala-Thasos
10127;10132;sea;10709;-1;-1;-1;-1;Imbros-Samothrace
10132;3195;sea;10709;-1;-1;-1;-1;Lemnos-Imbros
10152;574;sea;1349;-1;-1;-1;-1;NorthAndaman-SouthAndaman
10144;3040;sea;10724;-1;-1;-1;-1;Piombino-Elba
242;10372;sea;1284;-1;-1;-1;-1;Gywnned-Anglesey
10309;4364;sea;1283;-1;-1;-1;-1;Argyll-Mull
10313;4363;sea;1283;-1;-1;-1;-1;Skye-Islay
10313;10309;sea;1283;-1;-1;-1;-1;Islay-Mull
10342;10309;sea;1283;-1;-1;-1;-1;Garmoran-Mull
253;4364;sea;10747;-1;-1;-1;-1;OuterIsles-InnerIsles
253;10177;sea;10745;-1;-1;-1;-1;Lewis-Uist
4258;10397;sea;10759;-1;-1;-1;-1;Onega-Solovetsky
1776;10397;sea;10759;-1;-1;-1;-1;Kem-Solovetsky
668;6652;sea;1371;-1;-1;-1;-1;Macau-Jiangmen
11556;738;sea;1372;-1;-1;-1;-1;Penghu-Siraya
1248;10213;sea;1619;-1;-1;-1;-1;Male-Seenu
1248;10214;sea;1619;-1;-1;-1;-1;Male-NaaDhaalu
10358;10183;sea;1272;-1;-1;-1;-1;Southampton-Wight
3110;10182;sea;10737;-1;-1;-1;-1;Guernsey-Jersey
112;10179;sea;1308;-1;-1;-1;-1;Venice-Mestre
682;6702;sea;10873;-1;-1;-1;-1;Wuchang-Hankou
2100;6635;sea;11884;-1;-1;-1;-1;Jaffna-Vanni
10051;7409;sea;1505;-1;-1;-1;-1;FloridaKeys-Florida
9900;9901;sea;1333;-1;-1;-1;-1;Masirah-AlHajj
9937;4279;sea;4333;-1;-1;-1;-1;Kamaran-AlHadaydah
9937;9938;sea;4333;-1;-1;-1;-1;Kamaran-AlLuhayyah
9937;9697;sea;4333;-1;-1;-1;-1;Kamaran-Farasan
9697;2346;sea;4333;-1;-1;-1;-1;Farasan-Jazan
9697;9945;sea;4333;-1;-1;-1;-1;Farasan-Jazan
9848;9849;sea;11875;-1;-1;-1;-1;Dalma-AlMirfa
9848;2333;sea;11875;-1;-1;-1;-1;Dalma-Sila
9848;9845;sea;11875;-1;-1;-1;-1;Dalma-RasAbu
10227;10226;sea;9789;-1;-1;-1;-1;Mayadin-AsSukhnah
405;10226;sea;9789;-1;-1;-1;-1;Tadmor-AsSukhnah
405;9807;sea;9792;-1;-1;-1;-1;Tadmor-Karyatyn
11046;9807;sea;9792;-1;-1;-1;-1;Dumeir-Karyatyn
9805;9807;sea;9792;-1;-1;-1;-1;Furqlus-Karyatyn
9926;391;sea;9681;-1;-1;-1;-1;Sharurah-Najran
9926;9924;sea;9761;-1;-1;-1;-1;Sharurah-AlAbr
2344;9924;sea;9761;-1;-1;-1;-1;Marib-AlAbr
9923;9924;sea;9763;-1;-1;-1;-1;Shabwah-AlAbr
9922;9924;sea;9763;-1;-1;-1;-1;AlQatn-AlAbr
9917;4284;sea;9763;-1;-1;-1;-1;Tarim-Thamud
9926;4284;sea;9763;-1;-1;-1;-1;Sharurah-Thamud
9914;4284;sea;9778;-1;-1;-1;-1;Rumah-Thamud
9914;9700;sea;9778;-1;-1;-1;-1;Rumah-Shisan
9964;9700;sea;9778;-1;-1;-1;-1;Hawf-Shisan
9914;9701;sea;9778;-1;-1;-1;-1;Rumah-Manar
9715;9912;sea;9765;-1;-1;-1;-1;Zufar-Mudayy
9908;9912;sea;9765;-1;-1;-1;-1;Shisr-Mudayy
9908;5243;sea;9765;-1;-1;-1;-1;Shisr-Thumrait
9715;5243;sea;9765;-1;-1;-1;-1;Zufar-Thumrait
9907;5244;sea;9767;-1;-1;-1;-1;Jiddat-Muqshin
9907;9908;sea;1779;-1;-1;-1;-1;Muqshin-Shisr
9906;5243;sea;9766;-1;-1;-1;-1;Shalim-Thumrait
5244;9903;sea;9767;-1;-1;-1;-1;Jiddat-AlAjaiz
9907;9990;sea;9767;-1;-1;-1;-1;Muqshin-UmmalSamim
5244;9902;sea;9767;-1;-1;-1;-1;Jiddat-AlMihl
5246;9990;sea;9769;-1;-1;-1;-1;AzZahriah-UmmalSamim
9902;9990;sea;9769;-1;-1;-1;-1;AlMihl-UmmalSamim
9902;9896;sea;9769;-1;-1;-1;-1;AlMihl-Adam
9902;2342;sea;9767;-1;-1;-1;-1;AlMihl-AlWusta
397;404;sea;9770;-1;-1;-1;-1;Mascalat-Liwa
9847;404;sea;9770;-1;-1;-1;-1;Ghayathi-Liwa
9819;9867;sea;9784;-1;-1;-1;-1;Qaim-ArRutba
9866;9867;sea;9784;-1;-1;-1;-1;AlKasrah-ArRutba
9866;9962;sea;9790;-1;-1;-1;-1;AlKasrah-Rahalliyah
9866;11052;sea;9790;-1;-1;-1;-1;AlKasrah-Najaf
9866;9736;sea;9790;-1;-1;-1;-1;AlKasrah-Arar
9873;9736;sea;9781;-1;-1;-1;-1;Qurayyat-Arar
9873;9736;sea;9781;-1;-1;-1;-1;Qurayyat-Arar
9869;9736;sea;9781;-1;-1;-1;-1;Sakaka-Arar
9868;9736;sea;9781;-1;-1;-1;-1;AlHazl-Arar
9864;11052;sea;9790;-1;-1;-1;-1;AlSalman-Najaf
9864;9737;sea;9790;-1;-1;-1;-1;AlSalman-AlBusayyah
9864;9863;sea;9777;-1;-1;-1;-1;AlSalman-Zubala
9868;9863;sea;9781;-1;-1;-1;-1;AlHazl-Zubala
9862;9863;sea;9781;-1;-1;-1;-1;AthThalabiya-Zubala
9868;9869;sea;9781;-1;-1;-1;-1;AlHazl-Sakaka
4272;9875;sea;9781;-1;-1;-1;-1;AlGawf-Tabarjal
9873;9875;sea;9781;-1;-1;-1;-1;Qurayyat-Tabarjal
4272;9965;sea;9781;-1;-1;-1;-1;AlGawf-Jubba
4272;2328;sea;9780;-1;-1;-1;-1;AlGawf-Tayma
2328;9965;sea;9780;-1;-1;-1;-1;Tayma-Jubba
9957;2328;sea;9780;-1;-1;-1;-1;Tayma-Hegra
9873;9874;sea;9782;-1;-1;-1;-1;Qurayyat-AlJafr
4270;9753;sea;9782;-1;-1;-1;-1;Azraq-Amman
10930;9874;sea;9782;-1;-1;-1;-1;Maan-AlJafr
4270;9871;sea;9791;-1;-1;-1;-1;Azraq-Jawa
4270;9874;sea;9791;-1;-1;-1;-1;Azraq-AlJafr
4270;9870;sea;9791;-1;-1;-1;-1;Azraq-Ruwaished
9751;9874;sea;9791;-1;-1;-1;-1;Mudawwara-AlJafr
9751;10930;sea;9791;-1;-1;-1;-1;Mudawwara-Maan
9870;9871;sea;9791;-1;-1;-1;-1;Ruwaished-Jawa
9870;9867;sea;9791;-1;-1;-1;-1;Ruwaished-ArRutba
9877;9878;sea;9771;-1;-1;-1;-1;Ranyah-AlKhurma
2328;383;sea;9771;-1;-1;-1;-1;Tayma-Tabuk
9958;383;sea;9779;-1;-1;-1;-1;AlBad-Tabuk
9957;383;sea;9779;-1;-1;-1;-1;Hegra-Tabuk
9880;9878;sea;9772;-1;-1;-1;-1;Fadak-AlKhurma
9880;2330;sea;9771;-1;-1;-1;-1;Fadak-MahdadDhahab
9880;4276;sea;9771;-1;-1;-1;-1;Fadak-Otaibah
9880;2336;sea;9772;-1;-1;-1;-1;Fadak-Dawadmi
9754;2336;sea;9775;-1;-1;-1;-1;AlWashm-Dawadmi
9860;2336;sea;9775;-1;-1;-1;-1;Dawadmi-AlQuwayiyah
9858;4276;sea;9775;-1;-1;-1;-1;ArRass-Otaibah
2337;9861;sea;9775;-1;-1;-1;-1;AlQasim-UyunAlJiwa
9857;9835;sea;9775;-1;-1;-1;-1;Unaizah-AlZulfi
9859;9835;sea;9775;-1;-1;-1;-1;AlArtawiya-AlZulfi
9860;9758;sea;9775;-1;-1;-1;-1;Muzahmiyya-AlQuwayiyah
392;9856;sea;9775;-1;-1;-1;-1;AlAridh-Rimah
5256;9856;sea;9774;-1;-1;-1;-1;AsSumman-Rimah
5256;9840;sea;9774;-1;-1;-1;-1;AsSumman-Nairyah
9963;9856;sea;9774;-1;-1;-1;-1;Thaj-Rimah
5256;2338;sea;9777;-1;-1;-1;-1;AsSumman-AlBatin
2338;9859;sea;9777;-1;-1;-1;-1;AlBatin-AlArtawiya
9834;2338;sea;9777;-1;-1;-1;-1;AlBatin-AlJahra
9862;2338;sea;9777;-1;-1;-1;-1;AlBatin-AthThalabiya
9758;9853;sea;9775;-1;-1;-1;-1;Muzahmiyya-AlHariq
4275;9755;sea;9775;-1;-1;-1;-1;AdDilam-BaniTamim
9854;9755;sea;9772;-1;-1;-1;-1;Layla-BaniTamim
9852;9850;sea;9775;-1;-1;-1;-1;Manfuha-AlKharj
9850;2339;sea;9774;-1;-1;-1;-1;AlKharj-Yabrin
9845;2339;sea;9773;3438;1386;3418;1369;RasAbuGamys-Yabrin
9850;9881;sea;9773;-1;-1;-1;-1;AlKharj-AlMubarazz
2339;2347;sea;9773;-1;-1;-1;-1;Yabrin-AlHufuf
2339;9865;sea;1779;-1;-1;-1;-1;Yabrin-BirFadhil
9680;9854;sea;9772;-1;-1;-1;-1;Budaiya-AlSulayyil
2335;9877;sea;9772;-1;-1;-1;-1;Ranyah-AlDawasir
2335;9948;sea;9772;-1;-1;-1;-1;Tahleeth-AlDawasir
9862;393;sea;9776;-1;-1;-1;-1;AthThalabiya-JabalShammar
9862;9861;sea;9776;-1;-1;-1;-1;AthThalabiya-UyunAlJiwa
4273;9965;sea;9776;-1;-1;-1;-1;AlGhazalah-Jubbah
4273;393;sea;9776;-1;-1;-1;-1;AlGhazalah-JabalShammar
9861;393;sea;9776;-1;-1;-1;-1;UyunAlJiwa-JabalShammar
4273;9879;sea;9776;-1;-1;-1;-1;AlGhazalah-DulayRasheed
9954;9879;sea;9771;-1;-1;-1;-1;AlHinakiya-DulayRasheed
9846;2339;sea;1779;-1;-1;-1;-1;Khaba-Yabrin
9846;404;sea;1779;-1;-1;-1;-1;Khaba-Liwa
9846;9990;sea;1779;-1;-1;-1;-1;Khaba-UmmalSamim
9846;9907;sea;1779;-1;-1;-1;-1;Khaba-Muqshin
9679;9907;sea;1779;-1;-1;-1;-1;Thaabalout-Muqshin
9679;9908;sea;1779;-1;-1;-1;-1;Thaabalout-Shisr
9679;9846;sea;1779;-1;-1;-1;-1;Thaabalout-Khaba
9854;9865;sea;1779;-1;-1;-1;-1;Layla-BirFadhil
9947;9764;sea;9681;-1;-1;-1;-1;Yadamah-Zifr
9966;9764;sea;9681;-1;-1;-1;-1;Khbash-Zifr
9682;4284;sea;9681;-1;-1;-1;-1;Kharkhir-Thamud
9926;9682;sea;9681;-1;-1;-1;-1;Sharurah-Kharkhir
9926;9764;sea;9681;-1;-1;-1;-1;Sharurah-Zifr
9855;9764;sea;1779;-1;-1;-1;-1;AlSulayyil-Zifr
9854;9853;sea;9772;-1;-1;-1;-1;Layla-AlHariq
9853;9860;sea;9775;-1;-1;-1;-1;AlHariq-AlQuwayiyah
9757;9860;sea;9775;-1;-1;-1;-1;AlMahmal-AlQuwayiyah
9757;9759;sea;9775;-1;-1;-1;-1;AlMahmal-Uyayna
6543;2402;sea;1344;-1;-1;-1;-1;Kyaukpyu-Thandway
6543;8506;sea;1344;-1;-1;-1;-1;Kyaukpyu-Ann
-1;-1;;-1;-1;-1;-1;-1;-1
